full_name,book_1,book_2,book_3,book_4,book_5,book_6,book_7,book_8,book_9,book_10,book_11,book_12,book_13,book_14,book_15
Adessa 6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Armald 33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B’ner 49,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barly 67,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Berchar Berch 88,0.0,0.0,0.0,0.975609756097561,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Betrice 96,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brare 119,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C’gan 143,0.0,0.0,0.0,0.0,0.0,0.0,0.7246376811594203,0.2463768115942029,0.028985507246376812,0.0,0.0,0.0,0.0,0.0,0.0
Caesar Galliani 151,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carola 162,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Catherine Radelin Doyle 164,0.4666666666666667,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28888888888888886,0.2222222222222222
Ch’mon 167,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dowell 246,0.0,0.0,0.0,0.0,0.0,0.9636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03636363636363636,0.0
Esselin 269,0.0,0.0,0.0,0.0,0.0,0.2761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41904761904761906,0.3047619047619048
F’lon Falloner 279,0.0,0.0,0.0,0.0,0.0,0.0,0.9842696629213483,0.015730337078651686,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fanna 291,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.35714285714285715,0.0,0.0,0.0,0.5714285714285714,0.0,0.0
Farevene 293,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faroguy 296,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fax 298,0.019538188277087035,0.0053285968028419185,0.0,0.0,0.0,0.0497335701598579,0.44760213143872113,0.44582593250444047,0.007104795737122558,0.0,0.0,0.0017761989342806395,0.010657193605683837,0.007104795737122558,0.0053285968028419185
G’lanar 335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Gemma 364,0.0,0.0,0.0,0.0,0.0,0.013157894736842105,0.19736842105263158,0.7368421052631579,0.02631578947368421,0.0,0.0,0.0,0.02631578947368421,0.0,0.0
Gennell 366,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gledia 373,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grogellan 386,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jim Tillek James 451,0.2748091603053435,0.1984732824427481,0.03307888040712468,0.05343511450381679,0.01272264631043257,0.027989821882951654,0.15267175572519084,0.017811704834605598,0.07124681933842239,0.002544529262086514,0.007633587786259542,0.005089058524173028,0.020356234096692113,0.089058524173028,0.03307888040712468
Jora 461,0.0,0.0,0.0,0.0,0.0,0.0,0.5789473684210527,0.42105263157894735,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K’dall 467,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kale 477,0.0,0.0,0.0,0.0,0.0,0.13793103448275862,0.8620689655172413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kasia 487,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenjo Fusaiyuki 492,0.9308510638297872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010638297872340425,0.05851063829787234
Kista 501,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
